0, -457851 -254368 -423463 -214602 -440528 -56521 -665524 852925;
1, -457438 -254213 -423774 -214447 -440373 -56624 -665731 851218;
2, -457438 -254213 -423774 -214447 -440373 -56624 -665731 851218;
3, -457748 -254057 -423412 -214654 -440218 -57038 -665989 850598;
4, -457748 -254057 -423412 -214654 -440218 -57038 -665989 850598;
5, -457644 -254161 -423515 -214292 -440115 -57296 -666506 848167;
6, -457644 -254161 -423515 -214292 -440115 -57296 -666506 848167;
7, -457800 -254161 -423308 -214240 -440218 -57348 -666920 845116;
8, -457800 -254161 -423308 -214240 -440218 -57348 -666920 845116;
9, -457800 -254161 -423308 -214240 -440218 -57348 -666920 845116;
10, -457800 -253695 -423205 -214033 -440115 -57193 -664541 824122;
11, -457800 -253695 -423205 -214033 -440115 -57193 -664541 824122;
12, -459041 -249352 -419327 -210051 -438770 -57865 -680365 800283;
13, -459041 -249352 -419327 -210051 -438770 -57865 -680365 800283;
14, -458627 -248162 -416120 -208552 -446010 -55331 -672556 827121;
15, -458627 -248162 -416120 -208552 -446010 -55331 -672556 827121;
16, -457489 -249507 -421964 -211499 -441976 -55073 -669660 825466;
17, -457489 -249507 -421964 -211499 -441976 -55073 -669660 825466;
18, -457489 -249507 -421964 -211499 -441976 -55073 -669660 825466;
19, -457438 -248369 -421188 -212430 -441252 -56107 -667851 815434;
20, -457438 -248369 -421188 -212430 -441252 -56107 -667851 815434;
21, -457489 -248369 -420878 -212947 -440735 -61330 -684036 671729;
22, -457489 -248369 -420878 -212947 -440735 -61330 -684036 671729;
23, -458317 -246146 -407019 -197951 -454490 -102440 -912238 506201;
24, -458317 -246146 -407019 -197951 -454490 -102440 -912238 506201;
25, -455576 -243405 -401538 -197227 -492446 -151411 -988667 492963;
26, -455576 -243405 -401538 -197227 -492446 -151411 -988667 492963;
27, -455576 -243405 -401538 -197227 -492446 -151411 -988667 492963;
28, -458213 -246042 -399470 -200123 -519646 -234718 -1028795 459971;
29, -458213 -246042 -399470 -200123 -519646 -234718 -1028795 459971;
30, -457438 -245266 -395332 -224323 -581389 -287670 -1040533 458678;
31, -457438 -245266 -395332 -224323 -581389 -287670 -1040533 458678;
